Account_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Amount,Transaction_Type,Transaction_Date,Branch,IFSC_Code,Loan_Status,Credit_Score,KYC_Status,Account_Status
A10100,Neha,42,Male,Savings,149612,4963,Debit,2024-07-21,Bangalore,AXIS004,,579,Verified,Dormant
A12463,Amit,67,Female,Credit,-4392,-6587,,2022-04-13,Delhi,SBI002,Pending,,,Closed
A12269,Amit,64,,,116081,-16345,,2025-12-05,Mumbai,HDFC001,Rejected,508,Verified,
A11202,Sara,27,Female,Current,24537,26280,Credit,2022-10-04,Bangalore,SBI002,Approved,460,Pending,Closed
A10174,Sara,62,,Current,83524,31500,Debit,2025-05-03,Pune,,,704,,
A10605,,62,Female,,142255,-18096,Credit,2022-08-22,Bangalore,ICICI003,Pending,336,Rejected,Active
A10780,,54,Female,Loan,160904,37604,Credit,2022-10-12,Mumbai,HDFC001,Rejected,356,Rejected,
A11769,Sara,26,Other,,24394,44395,Debit,2023-02-16,Mumbai,HDFC001,Rejected,532,,Active
A10848,Amit,27,,Loan,84885,-15245,Credit,2021-12-06,,ICICI003,,732,,Dormant
A11090,Priya,53,Female,Current,85263,11734,,2024-09-05,Pune,HDFC001,,714,Rejected,
A11480,,19,Female,Savings,175148,37808,Debit,2023-01-19,Bangalore,ICICI003,Rejected,640,Pending,
A11011,Priya,56,Male,Loan,64268,47113,Credit,2023-03-31,Chennai,AXIS004,Rejected,476,Pending,Closed
A12173,Sara,38,Female,Current,185719,-4912,Credit,2025-02-02,Delhi,,,796,Verified,
A11162,Priya,63,Female,Current,81871,11190,Credit,2024-07-30,Chennai,AXIS004,,607,,Closed
A10624,John,43,Other,Loan,164217,-10430,Credit,2024-11-08,Mumbai,SBI002,Pending,349,Rejected,Closed
A12778,Sara,62,,Credit,164715,-10463,,2025-08-03,Bangalore,,Pending,520,,Dormant
A11179,Neha,43,Female,Loan,8815,11482,,2025-02-22,Pune,SBI002,Approved,765,Verified,Dormant
A10696,Neha,23,Female,Current,132373,19548,Debit,2023-11-05,Mumbai,ICICI003,,370,,Dormant
A13192,Amit,18,Other,Savings,123930,5717,,2023-11-20,Delhi,AXIS004,,841,Verified,Closed
A10321,Neha,57,,,189669,-191,Credit,2025-05-06,,ICICI003,Rejected,306,Pending,Active
A12496,Amit,24,Female,Credit,195681,6817,Credit,2025-07-16,Chennai,SBI002,Rejected,417,Pending,Closed
A12757,Priya,24,Female,Current,80874,7882,,2021-09-04,Bangalore,AXIS004,Rejected,857,Pending,Dormant
A13362,Neha,57,Other,Savings,165438,-9695,Debit,2023-12-05,Mumbai,AXIS004,Pending,803,,Active
A12051,Amit,68,Other,Credit,43331,30361,,2024-02-21,,HDFC001,,685,Rejected,Dormant
A12748,Ravi,35,,Savings,113368,16557,Debit,2021-03-24,Bangalore,SBI002,Rejected,533,,Dormant
A13310,Neha,29,,Current,10747,47607,Debit,2025-02-11,,,Approved,798,Pending,Dormant
A13243,Priya,35,Female,Savings,50922,-12470,Debit,2024-06-09,Mumbai,HDFC001,Rejected,445,Pending,Closed
A11747,Sara,55,Female,Current,155849,-8958,Credit,2025-02-14,Chennai,ICICI003,Rejected,841,Pending,Closed
A12904,Amit,48,Other,Savings,129856,11723,Credit,2021-01-21,,SBI002,Approved,419,,Dormant
A10902,Amit,,,Savings,139602,40968,Credit,2021-02-04,Chennai,SBI002,Rejected,627,,Dormant
A10627,John,68,Other,Credit,164018,43855,Debit,2023-03-14,Pune,ICICI003,,512,Pending,Closed
A10902,Ravi,67,,,194882,24112,Credit,2022-01-10,,AXIS004,Pending,517,Verified,Closed
A10834,Ravi,27,,Credit,155592,11764,Credit,2024-03-28,Mumbai,,,504,Verified,Closed
A10604,Priya,30,,Loan,156370,10281,Debit,2022-07-14,Mumbai,,,497,Verified,
A10869,Priya,35,,Loan,-1913,733,Debit,2022-03-22,Delhi,,Approved,809,Verified,Closed
A13451,,54,Other,Current,120570,17157,Debit,2021-04-26,Mumbai,AXIS004,,778,,Closed
A11133,Sara,50,,Savings,148530,8338,Debit,2025-11-22,Delhi,ICICI003,,591,,
A11353,Amit,21,Male,Credit,63886,-7823,,2025-02-02,Chennai,SBI002,Approved,839,,Closed
A10100,,,,Savings,176580,-1392,Credit,2025-05-27,Chennai,AXIS004,Approved,549,Verified,
A10694,Ravi,72,Female,,86541,32665,Debit,2023-08-19,Mumbai,,Pending,521,,Active
A10845,Ravi,30,Other,Savings,85245,12901,Debit,2021-08-14,Mumbai,AXIS004,Rejected,795,,Closed
A11941,John,71,Male,Current,21289,29062,Credit,2023-12-05,Delhi,,Pending,580,,Active
A11531,Priya,65,Female,Credit,81520,7740,Credit,2024-07-12,,AXIS004,,758,,Closed
A10671,Sara,55,Female,Loan,160139,-6757,,2024-12-20,Chennai,ICICI003,Rejected,768,Verified,Dormant
A13107,Priya,70,Other,,29851,15445,Credit,2025-04-07,Bangalore,SBI002,Rejected,562,Verified,Active
A10237,Sara,25,Male,Savings,98607,23732,,2023-11-09,Pune,AXIS004,Approved,417,Pending,Active
A13315,,64,Other,,147083,40170,Credit,2023-02-05,,AXIS004,,517,,Dormant
A12298,Ravi,23,Male,,107134,34334,,2023-01-18,Bangalore,ICICI003,Rejected,664,Verified,
A12440,Neha,35,,,173678,17990,,2025-06-22,Pune,ICICI003,,339,Pending,
A12814,John,36,Male,,141206,26267,Credit,2023-07-09,Mumbai,ICICI003,Rejected,446,Pending,Dormant
A11305,Neha,36,Other,Credit,189161,18506,,2023-01-06,Mumbai,HDFC001,Pending,302,,
A10021,John,35,Female,,-4509,32642,Credit,2025-04-28,,,Rejected,447,Pending,Closed
A12477,Neha,51,Female,,199892,-2557,Debit,2023-10-16,Delhi,,Rejected,547,Rejected,
A11253,Sara,28,Female,Credit,151031,11311,Debit,2021-10-29,Bangalore,,Approved,549,,
A12006,Priya,67,Male,Current,141311,30857,,2021-07-28,Bangalore,AXIS004,Approved,316,Rejected,Dormant
A10400,Priya,27,Female,Loan,126337,14736,Debit,2025-05-16,Chennai,AXIS004,Rejected,870,,
A11177,Priya,44,Male,Loan,30645,32307,,2025-10-19,Bangalore,,,340,Rejected,Active
A11006,Amit,22,Female,,185046,20950,,2024-05-31,Mumbai,SBI002,Approved,347,,Dormant
A13191,Sara,58,Other,,100338,34594,,2024-04-22,Mumbai,ICICI003,Pending,397,Pending,
A11701,Ravi,43,Other,Loan,184050,22065,Credit,2023-08-31,Mumbai,,Approved,879,Rejected,Active
A11409,Neha,68,,Savings,113673,12277,Debit,2022-07-17,Delhi,,Rejected,441,Rejected,
A11413,Priya,55,Male,Savings,90111,4660,,2022-08-04,,AXIS004,Rejected,532,,Dormant
A11734,Ravi,25,Male,,132523,-7720,Debit,2022-09-21,Chennai,HDFC001,Pending,592,,Active
A12444,Sara,51,Female,Loan,93993,26066,Debit,2022-02-14,Delhi,ICICI003,Approved,650,Rejected,Active
A13418,Priya,35,Female,Savings,68792,-13461,,2025-04-09,Bangalore,HDFC001,Rejected,727,,
A10586,Neha,65,,Savings,68558,-6225,,2022-06-10,Bangalore,AXIS004,Rejected,893,,Active
A13067,John,57,Male,Loan,170901,44702,Debit,2024-07-08,Bangalore,AXIS004,Pending,469,Verified,Active
A10950,,66,Female,Savings,130651,-3657,,2023-09-15,Delhi,AXIS004,Rejected,328,,Active
A13150,Amit,35,Male,Loan,-2068,1311,Debit,2025-09-15,Bangalore,SBI002,Rejected,846,Pending,
A10830,Priya,56,Female,Credit,133161,42995,Credit,2022-03-08,Chennai,,,806,Verified,Closed
A11608,Sara,26,Female,,177941,9807,,2024-12-21,Chennai,SBI002,,762,Rejected,
A12247,Sara,56,Male,Loan,76124,33887,,2022-03-11,Mumbai,ICICI003,Pending,463,,Dormant
A13205,Amit,41,Other,Current,149286,31663,Debit,2023-06-04,Pune,,Approved,811,,
A10699,Sara,73,Other,Loan,60840,8807,Credit,2023-04-12,Mumbai,,Rejected,688,Rejected,Active
A11194,,52,,Credit,143398,2306,,2022-07-20,,HDFC001,,783,Pending,Active
A10451,Neha,55,,Current,167489,3663,Credit,2024-12-03,,AXIS004,Rejected,456,Rejected,
A12186,Neha,45,Female,Savings,185686,32375,,2022-11-16,Mumbai,HDFC001,Pending,537,Verified,Active
A10754,Sara,22,Male,Current,72968,14278,Debit,2021-06-17,Chennai,HDFC001,Rejected,814,Rejected,Dormant
A11337,,20,Female,Current,144112,-16081,Debit,2021-03-13,Chennai,SBI002,Pending,675,Verified,Closed
A11369,Neha,63,Female,Savings,146433,12708,,2021-05-02,Delhi,,Pending,387,,
A10387,Sara,67,Other,Current,10352,15718,Debit,2021-06-17,,HDFC001,Rejected,337,Rejected,Dormant
A11149,Priya,43,,Savings,101844,12612,Credit,2024-02-29,Bangalore,,Pending,348,Rejected,Dormant
A12766,Sara,24,Other,Current,24150,-14164,Credit,2023-11-13,Pune,SBI002,Pending,778,Pending,Active
A11221,,28,,Savings,144012,-19441,Debit,2023-07-05,,ICICI003,Approved,561,Verified,Active
A11722,John,37,Female,Loan,194776,-15234,Debit,2024-01-15,Delhi,SBI002,Pending,814,Rejected,
A11924,,63,Other,Credit,94855,42539,Debit,2024-01-14,Delhi,SBI002,Approved,702,Pending,Closed
A13089,,33,Female,Credit,124010,10870,Debit,2024-05-17,Chennai,,Approved,319,Verified,Active
A10709,Amit,38,,Current,56350,49623,,2022-10-18,Chennai,HDFC001,Rejected,328,,Closed
A10447,Neha,71,Other,Credit,90852,-4675,Credit,2021-07-14,Bangalore,AXIS004,Pending,565,Pending,Active
A10350,Amit,33,Female,Credit,123780,28259,Debit,2021-04-12,Pune,SBI002,Pending,634,Rejected,
A10664,Priya,72,Other,Current,51971,-17290,Debit,2021-07-24,Mumbai,AXIS004,Approved,437,,
A10325,John,53,Male,Savings,82883,40482,Debit,2021-02-28,Bangalore,SBI002,Pending,490,Pending,Active
A10424,,65,Female,,198933,2053,Debit,2022-10-26,Bangalore,AXIS004,Pending,735,Rejected,Dormant
A10164,Ravi,25,Female,Loan,197387,44469,Debit,2025-03-29,Mumbai,AXIS004,Rejected,759,Pending,Active
A11201,Sara,58,Other,Credit,95698,4615,,2024-12-14,,SBI002,Pending,750,,Closed
A12712,,54,,Current,58498,13585,,2022-05-09,Bangalore,ICICI003,Rejected,783,Pending,Dormant
A10673,Neha,67,Female,Savings,-1950,42304,,2023-12-23,Delhi,SBI002,,446,Rejected,Dormant
A11938,Ravi,46,Male,Current,38250,11314,,2022-04-06,Bangalore,HDFC001,Rejected,435,Rejected,Closed
A10462,,62,,,182105,-13480,Debit,2024-12-14,Delhi,ICICI003,Rejected,365,,
A10753,Ravi,64,,Credit,54623,22566,Credit,2022-07-09,Mumbai,ICICI003,Approved,586,Verified,
A13207,Neha,27,Other,,189240,-10185,,2023-04-08,Chennai,ICICI003,Pending,378,Rejected,Dormant
A11973,Priya,54,Male,Savings,106050,15224,,2023-01-28,Bangalore,SBI002,Pending,460,Rejected,Closed
A10747,,41,Other,Loan,105871,48187,Credit,2022-04-21,,SBI002,,653,Verified,Active
A10046,,53,Other,Credit,66381,8304,,2025-08-27,,AXIS004,Approved,317,Verified,Dormant
A13060,Ravi,46,Other,Savings,28898,2905,Debit,2023-04-06,Delhi,,Approved,558,Rejected,
A12687,Priya,36,,Current,187378,39812,Credit,2023-09-08,Delhi,AXIS004,Pending,419,Rejected,
A12977,Priya,32,Other,Current,162296,-10849,Credit,2022-07-17,Delhi,SBI002,Pending,707,Pending,Closed
A10337,,57,Male,Loan,9728,23393,Debit,2021-06-25,Delhi,AXIS004,,662,,
A11181,Sara,38,Female,Loan,47347,-16236,Debit,2021-12-15,Pune,SBI002,Pending,562,,
A11838,Priya,54,Male,Credit,174867,34542,,2021-12-31,Mumbai,AXIS004,,761,Verified,Dormant
A12934,Priya,26,Female,Savings,140632,20973,Debit,2025-05-29,Pune,HDFC001,Rejected,516,,Dormant
A10288,Sara,66,,Savings,121125,46678,,2024-04-11,,,Pending,491,Rejected,Active
A10115,Priya,57,Male,Loan,29829,-4974,Debit,2023-07-14,Bangalore,ICICI003,Pending,390,Verified,Active
A11623,Sara,31,,,-1713,4397,,2024-08-16,Mumbai,SBI002,,552,Rejected,Closed
A12684,John,73,,Loan,39697,15610,Debit,2021-11-11,Pune,AXIS004,Rejected,587,Verified,
A10409,Ravi,61,Other,Loan,18685,-3878,,2025-02-10,,SBI002,Pending,577,,
A13246,Sara,58,Other,Current,136448,16750,Credit,2021-06-22,Chennai,SBI002,Rejected,820,Verified,Active
A12546,John,39,Male,Loan,164490,11443,Credit,2021-03-28,Bangalore,AXIS004,Rejected,532,Verified,Closed
A10622,Sara,65,Female,,120641,22641,Credit,2025-06-17,Pune,,,369,,Active
A11600,Sara,50,Other,Current,4254,-7627,Debit,2025-09-05,Mumbai,AXIS004,,546,Verified,Closed
A13404,Neha,50,,Current,117354,13696,,2022-07-18,,,,837,Rejected,Active
A12633,Sara,48,Other,,111285,-1224,Credit,2023-07-14,Delhi,ICICI003,Rejected,359,,Dormant
A10146,Sara,27,Other,,-4685,582,Debit,2025-08-27,Pune,,Rejected,885,Verified,Closed
A12820,Sara,45,Other,Current,45594,13479,Credit,2024-07-10,Bangalore,HDFC001,Pending,827,Pending,
A11799,Sara,46,Male,Current,99619,16571,,2021-04-17,Mumbai,HDFC001,Rejected,799,Verified,
A12691,Sara,74,,Current,126092,4110,Credit,2022-09-07,Bangalore,ICICI003,Pending,820,Verified,
A11072,,61,Other,,177307,-12746,Credit,2021-10-25,Bangalore,HDFC001,Rejected,893,Rejected,Active
A13148,Amit,41,Male,Savings,199842,-15283,,2023-07-24,Delhi,HDFC001,Pending,697,Verified,Dormant
A12341,Amit,46,Female,Credit,81046,-7025,Debit,2022-05-07,Mumbai,SBI002,Approved,825,Rejected,Closed
A10116,John,74,,Credit,197453,-9474,Debit,2021-02-14,Chennai,SBI002,Pending,559,Rejected,Active
A11517,Priya,20,Female,Loan,145639,14287,Debit,2021-08-31,Delhi,AXIS004,Pending,627,Rejected,Active
A11584,John,38,,,6515,49145,Credit,2022-11-23,Pune,,Pending,639,Pending,Active
A12157,John,40,Male,Current,40349,7643,Credit,2023-11-27,Delhi,ICICI003,Rejected,702,Verified,Dormant
A12002,Amit,50,Male,Savings,147115,28615,,2024-11-09,Bangalore,,Rejected,844,Verified,Closed
A12227,,25,,Loan,118159,11604,,2023-12-25,Chennai,,Rejected,800,Pending,Active
A12609,Priya,74,Male,Loan,146776,31835,,2021-04-22,Bangalore,HDFC001,,357,Verified,
A13143,John,39,Female,Current,145433,11198,Debit,2022-11-29,,,Rejected,559,Pending,
A11309,Neha,38,Male,,6702,6151,,2023-02-23,,HDFC001,Approved,511,Rejected,Closed
A10515,Ravi,37,,Credit,117937,41022,Credit,2021-10-31,Delhi,,Approved,542,Verified,
A10074,Neha,43,,Savings,116811,7309,Debit,2023-12-19,Bangalore,,Approved,583,,Active
A12538,Ravi,65,Other,Current,116807,17155,,2023-01-05,Delhi,ICICI003,Pending,580,Verified,Closed
A13393,Priya,55,Other,Savings,63794,-17309,,2021-04-20,Pune,AXIS004,Approved,608,Rejected,Closed
A11911,Ravi,42,Other,,148717,12429,Credit,2025-12-29,Bangalore,ICICI003,Pending,340,Verified,Closed
A13280,Sara,37,,,55659,39657,Credit,2022-02-08,Bangalore,SBI002,Pending,383,Rejected,
A11066,John,73,Male,Loan,198097,39415,Credit,2024-12-29,Mumbai,ICICI003,Pending,319,Rejected,
A11522,,60,Male,Current,124732,26792,Credit,2021-08-14,,HDFC001,Rejected,456,Verified,Active
A10028,Ravi,31,Female,Loan,103085,33871,Credit,2021-07-31,,SBI002,,440,,Active
A11434,,62,,Loan,133711,-5115,Credit,2021-05-02,,HDFC001,,346,Verified,Active
A12903,Sara,45,Male,Savings,68381,37190,Debit,2024-10-05,,AXIS004,Pending,521,Verified,Closed
A13252,Neha,40,Male,Current,91814,23053,,2021-08-07,Delhi,AXIS004,Pending,368,Verified,Active
A12352,Sara,45,Other,Current,68561,-8487,Credit,2025-02-13,Delhi,AXIS004,Approved,455,,Dormant
A11986,,21,Other,,27818,15746,,2023-04-29,,ICICI003,Approved,418,Verified,Closed
A11638,Ravi,,Male,Credit,184605,30924,,2024-03-13,Bangalore,AXIS004,Approved,600,,Active
A10777,,51,Other,Current,73550,5926,Credit,2021-12-23,Mumbai,ICICI003,Approved,388,,Closed
A13330,Sara,47,,Loan,37710,39243,,2024-07-19,Bangalore,ICICI003,Rejected,469,Rejected,Dormant
A13444,Sara,39,Other,Current,167213,25002,Debit,2025-03-23,Mumbai,HDFC001,Approved,564,Verified,Closed
A12924,,20,,Credit,24851,-19737,Credit,2023-03-10,Mumbai,,,674,Verified,
A11769,Neha,56,,Savings,94971,3531,,2024-04-26,Bangalore,HDFC001,Approved,746,Verified,Closed
A10857,,42,Male,,124479,22383,Credit,2025-03-10,Bangalore,SBI002,,693,Verified,Active
A11404,Neha,35,Female,,76034,15580,,2024-04-14,,AXIS004,Rejected,463,Pending,Dormant
A10885,Priya,31,Other,Current,46537,43166,,2021-01-21,Chennai,,Pending,889,Pending,Dormant
A10612,,27,Female,Savings,3677,21702,Credit,2024-05-30,Bangalore,HDFC001,Approved,454,Pending,Closed
A10090,Ravi,59,,Current,155006,10281,,2021-12-27,Mumbai,AXIS004,Pending,342,Verified,Active
A11092,Priya,43,Other,,-2401,10894,Debit,2022-06-18,,SBI002,Pending,411,Rejected,
A10617,,55,Other,Savings,17069,38023,Credit,2021-11-13,Bangalore,ICICI003,Approved,611,Rejected,
A11546,Priya,32,Other,Current,27371,-16677,Credit,2025-08-23,Delhi,SBI002,Pending,890,Pending,Closed
A10012,,47,Other,,121846,22014,Debit,2021-11-20,Delhi,ICICI003,,707,Rejected,Active
A11640,Sara,65,Female,Current,147044,12659,Debit,2024-11-12,,,,593,Pending,Active
A12273,Amit,25,Male,Loan,36552,21121,Credit,2023-02-12,,HDFC001,Pending,641,,Closed
A12469,Sara,45,,Credit,62279,-2002,Credit,2024-06-15,Bangalore,SBI002,Approved,787,Rejected,
A10167,Ravi,46,Other,Loan,162040,10663,Debit,2022-10-23,Mumbai,,Approved,440,Verified,Dormant
A10928,Amit,40,Other,Savings,175512,-16315,,2025-01-14,Delhi,HDFC001,Rejected,620,Verified,
A11402,Priya,22,Other,Loan,96888,2654,Debit,2022-01-31,Chennai,,,852,Rejected,Closed
A13361,Sara,21,Other,,198403,23894,Credit,2022-06-09,Pune,,,420,Rejected,
A10922,Neha,42,,,123472,25564,,2025-12-06,Delhi,AXIS004,Approved,393,Rejected,Active
A10099,Ravi,57,Male,Current,165779,-9685,Credit,2023-09-10,Delhi,HDFC001,Pending,883,,Active
A13289,Sara,44,Female,Loan,-469,8700,,2024-04-07,Bangalore,SBI002,,718,,Dormant
A12354,Neha,27,Female,Savings,31881,41574,Credit,2024-08-28,Bangalore,AXIS004,,491,Pending,Active
A12392,Ravi,59,Female,Credit,47446,6007,Debit,2022-10-15,Mumbai,AXIS004,Rejected,736,Rejected,
A13282,,70,Male,Loan,13259,46769,,2025-07-22,Chennai,,Approved,828,Verified,
A11812,Amit,73,Female,Savings,20563,33183,,2021-12-13,Chennai,ICICI003,,414,Verified,Dormant
A10734,Amit,25,Female,Loan,185837,2382,Debit,2021-04-27,Mumbai,,Pending,892,,
A11608,Ravi,38,,Loan,110532,-11640,Debit,2023-09-05,Pune,HDFC001,Rejected,589,Pending,Active
A11298,Priya,29,Male,Current,18497,44604,,2023-07-25,Bangalore,ICICI003,,598,,Active
A11433,Neha,24,Male,,192769,27667,,2022-11-27,Chennai,ICICI003,,590,Pending,Closed
A10920,Amit,46,Male,Credit,172389,-10094,Credit,2024-02-25,Pune,,Approved,554,,Active
A13306,Priya,63,Other,Credit,145652,-3715,Debit,2025-12-01,,SBI002,Pending,556,,Dormant
A11659,Ravi,20,Female,Loan,97116,19756,Debit,2021-05-14,Pune,HDFC001,Rejected,859,Rejected,Dormant
A10284,Sara,57,,Current,65007,17461,,2023-03-03,,ICICI003,Rejected,338,Verified,
A11688,Ravi,,Female,Loan,136691,-13339,Debit,2021-11-01,Mumbai,AXIS004,,556,Verified,Active
A12220,Ravi,45,Male,Loan,128785,13578,Debit,2021-06-23,,,Rejected,437,Rejected,Active
A12349,Ravi,49,Other,Savings,141844,17508,,2023-09-27,Pune,HDFC001,,423,Rejected,Closed
A12870,Neha,53,Male,Current,17739,16010,,2022-11-23,Mumbai,HDFC001,Approved,797,,Closed
A10000,John,30,Other,Savings,155707,15577,Debit,2023-03-26,Chennai,ICICI003,Approved,565,Pending,Dormant
A12186,Priya,18,Male,Loan,165591,-12167,Credit,2025-09-14,Chennai,SBI002,Rejected,874,,Active
A10707,,41,,Credit,22222,30087,,2022-09-05,Bangalore,HDFC001,Approved,686,,Dormant
A11926,Sara,23,Other,Loan,55384,39470,Credit,2021-03-16,Pune,,,344,Verified,Dormant
A11755,Neha,73,Male,Credit,110552,6769,Debit,2022-01-08,Chennai,AXIS004,Pending,506,Rejected,Closed
A11891,Ravi,18,,Savings,137374,42109,Credit,2025-09-29,Chennai,AXIS004,Approved,720,Pending,
A12489,Sara,53,Female,Loan,170,5654,,2024-05-24,,,Approved,728,Pending,
A12963,Neha,28,Male,Loan,194273,8973,Debit,2023-01-29,Pune,AXIS004,Rejected,384,Verified,Active
A11186,Amit,47,Other,Savings,93830,24771,Debit,2024-04-28,Bangalore,,,503,Rejected,Closed
A12098,,35,,Credit,79327,5148,Credit,2025-08-05,Bangalore,SBI002,Rejected,696,Pending,
A12290,Sara,66,Other,Savings,99485,48351,Credit,2025-09-05,Chennai,SBI002,Rejected,683,Verified,Active
A10870,,58,Male,Loan,3324,-5998,,2021-10-31,Pune,SBI002,Pending,758,,Active
A12068,Priya,36,,Current,162529,-9458,,2021-01-04,Delhi,ICICI003,Pending,712,Verified,Closed
A12731,John,70,Female,Loan,19123,-12904,Debit,2025-02-07,Pune,AXIS004,,840,,Dormant
A10630,John,65,Female,Savings,111756,-8094,Debit,2022-11-06,Chennai,SBI002,,490,Pending,Closed
A12176,Sara,28,Female,Loan,110863,30283,Credit,2022-01-04,Delhi,,,697,,
A11508,Sara,37,Female,Credit,151980,-19572,,2024-10-27,Delhi,AXIS004,,307,Rejected,
A12413,Priya,55,,Credit,74382,48626,Credit,2025-07-01,Pune,,Rejected,781,Verified,Active
A10105,Ravi,31,Other,Loan,11902,1506,Credit,2022-11-16,Bangalore,,,552,,Active
A10225,Ravi,,Other,Current,168592,16848,Credit,2023-02-10,Bangalore,,Rejected,752,Pending,Closed
A11807,Priya,21,Female,Savings,55699,-12774,,2021-03-19,Pune,AXIS004,Approved,413,,Active
A13190,,54,Female,Savings,105583,11936,,2021-08-03,Chennai,HDFC001,Approved,814,Verified,Active
A12593,Ravi,21,Male,Current,18338,34129,Debit,2023-02-20,,SBI002,Rejected,493,Rejected,Closed
A12199,Sara,53,Female,Savings,123390,48879,Credit,2022-06-06,Pune,HDFC001,Approved,797,Pending,
A11932,,25,Male,,3861,18670,Credit,2025-06-05,,AXIS004,Pending,596,Verified,Active
A13110,John,72,,Savings,11005,31434,,2022-10-06,Pune,AXIS004,Rejected,877,Rejected,Closed
A10266,,28,Female,Current,98533,13586,Debit,2024-05-01,,ICICI003,Rejected,395,Rejected,Closed
A13078,Amit,38,,,55743,47516,Debit,2021-11-10,Pune,AXIS004,Approved,828,,Dormant
A11286,John,46,Other,Current,77944,-5398,Credit,2022-06-09,Delhi,,Pending,771,Pending,Closed
A10614,Ravi,26,Female,Savings,134962,6064,Debit,2024-09-02,Bangalore,,Rejected,683,Pending,Active
A10331,Neha,26,Male,Savings,68034,21196,Debit,2022-10-03,Delhi,AXIS004,,713,Verified,Closed
A11394,John,35,Other,,27556,23754,Debit,2021-01-22,Bangalore,,Pending,854,Rejected,Dormant
A11365,Ravi,35,,Credit,55286,-18012,Debit,2023-07-14,,,,773,Verified,
A13454,Priya,23,Other,Current,44223,33096,,2022-05-19,Chennai,AXIS004,Rejected,663,Pending,Dormant
A12418,,49,,Loan,-3547,28906,Credit,2024-05-02,Mumbai,HDFC001,Pending,677,Verified,Active
A12738,Sara,47,Female,Current,93049,20630,,2022-02-15,Delhi,SBI002,Approved,594,Verified,
A13330,Priya,34,Male,,114176,35926,Credit,2022-03-25,,ICICI003,Rejected,635,Rejected,Dormant
A13404,Amit,,,Current,9619,14542,,2025-10-16,,AXIS004,Pending,574,,Closed
A10669,Neha,70,,Credit,84963,43179,Credit,2022-06-19,,HDFC001,Approved,439,Rejected,Dormant
A11545,John,40,Male,Current,195165,47888,,2021-04-26,Mumbai,ICICI003,Pending,683,,Dormant
A10627,Ravi,53,Male,Current,125854,-11520,Debit,2024-12-13,Pune,SBI002,,774,Verified,Active
A10968,,68,Other,Current,168071,20011,Debit,2023-09-30,Bangalore,HDFC001,Approved,737,Pending,Closed
A10389,John,53,Other,Loan,139427,32095,Credit,2025-02-14,Delhi,,,513,Rejected,Active
A12676,Amit,34,Female,Credit,67204,41313,,2021-12-12,Pune,,Pending,661,Rejected,Dormant
A10181,Neha,71,,,159108,20262,,2021-09-25,Delhi,HDFC001,,653,Verified,
A12283,John,45,Male,Credit,119842,45827,,2021-08-26,Bangalore,SBI002,Approved,835,Verified,Active
A10193,Amit,50,Male,Current,95116,8237,,2025-10-16,Mumbai,AXIS004,Pending,791,Pending,Dormant
A12639,Neha,65,Other,,3615,-18308,,2023-10-12,,HDFC001,,549,Pending,
A13134,John,20,,Credit,9816,38585,Credit,2022-08-22,Bangalore,AXIS004,,479,,Active
A12380,Ravi,29,Other,Credit,80168,-8033,Debit,2022-02-22,Delhi,AXIS004,Rejected,417,Rejected,
A12607,Amit,36,Male,Loan,73628,33787,Debit,2021-06-05,,,Approved,730,Rejected,Dormant
A12636,Ravi,42,,Loan,74399,16971,Credit,2023-08-12,Delhi,HDFC001,Pending,389,,
A11685,Amit,42,Female,Credit,199854,17689,Credit,2025-01-19,Pune,SBI002,,785,Pending,
A10120,Ravi,18,Female,,59642,-6642,,2025-02-19,Pune,SBI002,Approved,373,Verified,Active
A11810,Priya,63,Female,Current,160770,26723,,2022-03-31,Bangalore,AXIS004,Approved,452,,
A12393,Ravi,26,Other,Current,144653,14054,,2025-02-21,,AXIS004,Pending,846,,Dormant
A10525,,41,Female,Loan,107596,-6813,,2024-07-07,Bangalore,ICICI003,Rejected,512,Verified,Active
A10222,,19,Other,Current,150095,48816,,2022-03-06,Pune,ICICI003,Approved,653,,
A10236,,47,Male,,141213,44592,Debit,2025-06-03,Mumbai,SBI002,,546,Verified,
A12153,Priya,65,Male,Savings,172564,-2557,,2023-09-06,Pune,HDFC001,Pending,510,,Dormant
A13285,John,56,Male,Loan,75163,3417,Debit,2022-07-26,,,Pending,355,Pending,
A10612,John,56,Male,Current,147084,23306,,2022-07-30,Delhi,HDFC001,Pending,641,Pending,Active
A11576,Ravi,62,Other,Credit,135017,7903,Credit,2022-10-21,,,Approved,477,Verified,Dormant
A10922,,68,Male,Savings,93918,-16438,Debit,2024-07-23,,HDFC001,Rejected,802,Rejected,Dormant
A13230,Amit,68,Male,,70503,10298,Debit,2022-02-27,Delhi,,Rejected,889,Pending,Dormant
A13461,John,35,,,180523,20662,Credit,2025-07-20,Delhi,,,407,Pending,Closed
A12191,,37,Female,Loan,115656,-13889,Debit,2022-02-19,Bangalore,HDFC001,Pending,884,Rejected,
A10959,John,43,Other,Savings,7575,46660,Debit,2021-05-23,,AXIS004,Rejected,344,Pending,Closed
A13109,Ravi,23,Male,Current,161656,-18804,Credit,2021-09-05,Bangalore,,Pending,683,,Dormant
A10095,Amit,64,Other,Loan,184456,31355,Debit,2022-02-04,Chennai,SBI002,Rejected,699,Verified,Active
